URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_510,42,9,UTF-8,Apache/2.2.22 (Debian),10561.0,JP,6110021,13/02/2017 0:00,28/02/2017 0:00,15,4,4,1540,19,21,25529,1844,19,4.0,0
B0_518,42,9,UTF-8,Apache/2.2.22 (Debian),8769.0,SC,Not Applicable,29/09/2015 0:00,24/03/2017 0:00,5,0,3,334,7,6,412,474,7,2.0,0
B0_527,42,7,UTF-8,GSE,12608.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,71,9,13,7856,77,68,82332,8384,77,6.0,0
B0_575,42,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CA,22/10/1998 0:00,16/03/2017 0:00,29,14,15,2767,33,27,3550,3073,33,4.0,0
B0_603,42,8,UTF-8,Apache/2.2.15 (CentOS),94.0,AU,NSW,19/08/2004 0:00,5/07/2016 0:00,14,0,3,1102,16,8,1015,1248,16,2.0,0
B0_840,42,8,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,California,18/03/2016 0:00,14/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_963,42,7,ISO-8859-1,Apache,497.0,US,PA,6/12/2010 0:00,7/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_132,43,13,UTF-8,nginx,646.0,None,None,None,None,11,1,4,1266,15,12,966,1554,15,4.0,1
M0_153,43,11,UTF-8,nginx,673.0,None,None,None,None,18,1,5,2188,24,22,3031,2640,24,6.0,1
M0_54,43,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,23,0,2,3970,29,27,12548,4434,29,6.0,1
M0_95,43,10,UTF-8,Apache,7550.0,US,CA,3/08/2004 0:00,4/08/2016 0:00,11,0,1,883,13,13,8893,1037,13,2.0,1
B0_1005,43,8,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,WA,14/05/2002 0:00,3/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_120,43,8,iso-8859-1,Apache,236.0,US,ca,9/05/2004 18:06,24/04/2017 11:55,16,0,1,1151,18,19,24455,1305,18,2.0,0
B0_206,43,7,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,13/11/2002 0:00,13/11/2016 0:00,39,9,5,4044,43,39,44173,4420,43,4.0,0
B0_2070,43,8,utf-8,nginx/1.1.19,13089.0,None,None,9/12/1996 0:00,9/10/2015 0:00,4,3,2,408,4,7,448,408,4,0.0,0
B0_2188,43,9,utf-8,Apache/2.2.15 (CentOS),19724.0,US,Arizona,30/01/1996 0:00,1/02/2017 0:00,4,3,2,420,4,6,366,420,4,0.0,0
B0_242,43,9,utf-8,Varnish,389.0,US,CA,16/07/1999 0:00,29/03/2013 0:00,83,2,3,6008,87,107,147266,6312,87,4.0,0
B0_324,43,9,ISO-8859-1,None,6744.0,None,None,28/11/1999 0:00,9/09/2013 0:00,22,3,8,2267,28,31,9811,2701,28,6.0,0
B0_331,43,12,ISO-8859,Apache,5653.0,None,None,25/09/2000 0:00,23/11/2015 0:00,8,0,3,803,12,12,2190,1097,12,4.0,0
B0_354,43,8,us-ascii,Microsoft-IIS/7.5,324.0,None,None,26/09/2003 0:00,17/06/2016 0:00,25,2,6,2444,31,17,1984,2874,31,6.0,0
B0_612,43,7,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,5/06/2003 0:00,26/11/2014 0:00,17,7,3,2715,23,20,20139,3187,23,6.0,0
B0_667,43,7,ISO-8859-1,Apache,497.0,GB,None,11/11/2006 0:00,26/10/2016 0:00,45,3,7,4178,51,50,44810,4646,51,6.0,0
B0_759,43,7,UTF-8,GSE,20592.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,64,5,13,6081,69,71,63457,6463,69,4.0,0
B0_989,43,10,utf-8,Microsoft-IIS/8.5,4816.0,US,CO,3/05/2015 0:00,4/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_49,44,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,22,0,2,3444,28,24,9819,3908,28,6.0,1
B0_1055,44,10,utf-8,nginx/1.6.2,8219.0,US,CO,4/02/2005 0:00,21/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1111,44,11,iso-8859-1,Apache,334.0,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_1180,44,9,utf-8,ATS,634.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1405,44,7,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,5/06/2003 0:00,26/11/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2090,44,9,ISO-8859-1,nginx,1511.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,6,4,3,640,6,8,606,640,6,0.0,0
B0_2139,44,11,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,5,3,2,498,5,7,438,498,5,0.0,0
B0_2140,44,10,utf-8,Apache,45958.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,6,6,3,540,6,8,539,540,6,0.0,0
B0_226,44,8,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,40,6,5,4203,42,42,47931,4365,42,2.0,0
B0_235,44,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,26,10,6,2512,32,33,7155,2982,32,6.0,0
B0_289,44,9,utf-8,Apache,44446.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,157,2,5,11053,159,176,284743,11211,159,2.0,0
B0_311,44,9,iso-8859-1,Apache,338.0,None,None,None,None,9,0,2,870,11,12,5876,1020,11,2.0,0
B0_316,44,8,iso-8859-1,Apache/2,345.0,US,FL,10/05/2000 0:00,11/10/2016 0:00,12,4,3,972,14,16,15901,1118,14,2.0,0
B0_408,44,9,ISO-8859-1,None,674.0,US,California,28/11/1999 0:00,9/09/2013 0:00,15,0,6,1556,21,20,9023,1988,21,6.0,0
B0_49,44,8,UTF-8,Apache/2.4.6 (CentOS),25825.0,US,CA,25/01/1995 0:00,5/12/2013 0:00,71,1,6,5647,79,79,120385,6295,79,8.0,0
B0_557,44,9,ISO-8859-1,nginx,1501.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,53,21,8,7834,61,53,22947,8472,61,8.0,0
B0_616,44,8,utf-8,nginx,10198.0,US,New York,28/06/2006 0:00,1/02/2013 0:00,17,12,4,2401,23,23,19291,2827,23,6.0,0
B0_617,44,10,ISO-8859-1,Apache/2.4.25,360.0,US,CO,25/06/1997 0:00,26/03/2017 0:00,16,3,4,1480,20,23,10665,1776,20,4.0,0
B0_633,44,9,iso-8859-1,barista/5.1.3,16525.0,US,CA,9/01/1998 0:00,4/01/2017 0:00,10,0,5,1197,14,15,1424,1503,14,4.0,0
B0_733,44,9,ISO-8859-1,None,6746.0,US,California,28/11/1999 0:00,9/09/2013 0:00,20,4,6,2097,24,23,9280,2381,24,4.0,0
B0_833,44,8,us-ascii,Microsoft-HTTPAPI/2.0,324.0,CA,ON,17/03/2000 0:00,17/01/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_993,44,8,us-ascii,Microsoft-IIS/7.5,324.0,US,California,26/09/2003 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_10,45,8,iso-8859-1,nginx,326.0,None,None,29/02/2008 0:00,21/02/2017 0:00,7,0,2,1088,11,10,7650,1440,11,4.0,0
B0_1062,45,9,UTF-8,nginx/1.11.2,10273.0,US,MI,18/05/2001 0:00,19/03/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1083,45,9,ISO-8859-1,None,6748.0,None,None,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1140,45,8,ISO-8859-1,Microsoft-IIS/8.5,1245.0,US,FL,30/10/2002 0:00,6/07/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1192,45,10,ISO-8859-1,Apache,6264.0,None,None,19/12/2000 0:00,16/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1232,45,10,ISO-8859-1,Microsoft-IIS/7.5,1245.0,US,CT,13/05/1998 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1262,45,7,iso-8859-1,Apache/2.4.25 (Debian),185.0,US,MA,29/07/2007 0:00,9/07/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1272,45,7,UTF-8,Apache,4764.0,US,Arizona,15/07/2009 0:00,20/04/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1318,45,8,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,27/09/2000 0:00,10/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1343,45,8,utf-8,AmazonS3,365.0,US,Arizona,13/07/2001 0:00,26/04/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_158,45,11,UTF-8,Apache,3042.0,US,CA,20/10/1998 0:00,4/12/2013 0:00,14,0,7,1201,18,17,4922,1495,18,4.0,0
B0_2204,45,8,utf-8,ECD (fll/0790),41547.0,US,NY,10/03/2005 0:00,7/03/2017 0:00,8,4,3,660,8,6,476,660,8,0.0,0
B0_266,45,9,utf-8,nginx/1.10.3,39.0,NL,NOT APPLICABLE,27/11/2002 0:00,21/11/2016 0:00,4,0,2,541,6,7,579,689,6,2.0,0
B0_288,45,9,utf-8,Apache,44447.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,185,0,2,13834,187,263,488313,13992,187,2.0,0
B0_317,45,8,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,226.0,US,Missouri,28/09/2007 16:06,28/03/2017 18:24,44,0,2,4044,46,46,82259,4204,46,2.0,0
B0_406,45,10,iso-8859-1,Apache/2.4.25 (FreeBSD) OpenSSL/1.0.1s-freebsd PHP/5.6.30,217.0,None,None,None,None,28,2,5,3409,30,19,18392,3565,30,2.0,0
B0_467,45,10,ISO-8859-1,None,12368.0,US,CA,9/01/1998 0:00,4/01/2017 0:00,32,5,9,2595,36,34,15941,2881,36,4.0,0
B0_509,45,9,UTF-8,mw2239.codfw.wmnet,4695.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,40,35,2,4590,46,54,84636,5046,46,6.0,0
B0_541,45,10,utf-8,ATS,636.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,46,22,8,5308,54,51,40052,5902,54,8.0,0
B0_585,45,8,iso-8859-1,Apache,191.0,AU,VIC,12/03/2009 1:58,18/04/2017 1:29,3,0,1,198,3,3,186,198,3,0.0,0
B0_608,45,9,UTF-8,Apache,23771.0,US,MA,8/11/1993 0:00,12/10/2015 0:00,19,0,2,1801,23,25,26643,2097,23,4.0,0
B0_683,45,10,utf-8,None,14947.0,US,NY,25/07/1998 0:00,5/03/2017 0:00,19,0,3,1816,23,22,12138,2104,23,4.0,0
B0_691,45,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,28,10,9,2683,36,33,11690,3307,36,8.0,0
B0_766,45,7,UTF-8,nginx/1.12.0,9194.0,US,NY,4/06/2009 0:00,4/05/2016 0:00,9,0,5,1197,14,11,1532,1537,14,4.0,0
B0_798,45,10,UTF-8,ATS,6560.0,CA,ON,29/11/2000 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_871,45,9,ISO-8859-1,None,6746.0,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_117,46,11,UTF-8,nginx,649.0,None,None,None,None,11,0,3,1274,15,14,3132,1562,15,4.0,1
M0_82,46,12,ISO-8859-1,nginx/1.12.0,221.0,US,CALIFORNIA,6/10/2005 0:00,6/10/2016 0:00,7,0,2,742,9,10,1263,890,9,2.0,1
B0_1201,46,9,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,231.0,None,None,22/09/2009 0:00,23/04/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1221,46,9,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_123,46,11,UTF-8,mw2255.codfw.wmnet,4698.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,46,42,2,6883,54,54,38056,7491,54,8.0,0
B0_124,46,9,ISO-8859-1,Apache,2393.0,US,NY,18/01/1994 0:00,21/10/2016 0:00,29,14,4,3416,35,35,17574,3858,35,6.0,0
B0_1314,46,8,iso-8859-1,None,21.0,US,VA,13/09/1996 4:00,16/07/2016 7:42,0,0,0,0,0,0,0,0,0,0.0,0
B0_2016,46,8,UTF-8,Apache/2.4.7 (Ubuntu),22479.0,US,WA,30/01/2007 0:00,28/12/2016 0:00,7,6,4,606,7,8,496,606,7,0.0,0
B0_2153,46,10,iso-8859-1,Apache,344.0,JP,Osaka,11/03/2017 0:00,24/04/2017 0:00,5,3,3,498,5,8,504,498,5,0.0,0
B0_234,46,9,UTF-8,ATS,17810.0,US,CA,22/11/2003 0:00,1/05/2014 0:00,50,40,5,5894,58,73,69918,6478,58,8.0,0
B0_237,46,8,UTF-8,Apache,193.0,US,PA,14/10/2016 0:00,14/10/2016 0:00,7,0,2,680,11,10,1363,1002,11,4.0,0
B0_270,46,11,utf-8,ATS,630.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,38,13,10,4509,48,52,35953,5267,48,10.0,0
B0_292,46,9,utf-8,None,7758.0,US,NY,26/07/1995 0:00,21/07/2016 0:00,127,0,3,8942,131,144,233106,9242,131,4.0,0
B0_304,46,8,ISO-8859-1,nginx,2886.0,None,None,22/04/1999 0:00,9/09/2016 0:00,74,0,2,18084,78,96,113453,18384,78,4.0,0
B0_306,46,10,ISO-8859-1,nginx,1510.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,20,2,6,3089,24,24,7088,3391,24,4.0,0
B0_477,46,12,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,70,21,7,9463,80,80,133235,10217,80,10.0,0
B0_525,46,11,ISO-8859-1,nginx,1511.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,44,11,7,6306,50,38,22528,6780,50,6.0,0
B0_542,46,10,utf-8,Apache,66804.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,44,2,7,3516,48,36,33488,3808,48,4.0,0
B0_55,46,10,ISO-8859-1,nginx,1519.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,21,0,3,4103,25,30,16662,4405,25,4.0,0
B0_555,46,12,iso-8859-1,Apache,235.0,None,None,None,None,12,0,3,1351,16,15,9692,1641,16,4.0,0
B0_565,46,10,ISO-8859-1,nginx,166.0,None,None,7/03/2000 0:00,23/03/2017 0:00,25,0,4,2115,29,30,17150,2479,29,4.0,0
B0_64,46,10,ISO-8859-1,Microsoft-IIS/8.5,8745.0,None,None,None,None,28,0,3,4364,30,22,22879,4498,30,2.0,0
B0_727,46,8,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,333.0,US,MI,15/11/1998 0:00,23/12/2011 0:00,125,0,1,8528,129,145,231799,8856,129,4.0,0
B0_736,46,7,UTF-8,GSE,6984.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,33,1,5,3244,43,41,24696,4114,43,10.0,0
B0_747,46,9,UTF-8,Apache/2.2.15 (CentOS),10303.0,AU,New South Wales,8/01/2009 10:56,9/01/2017 10:11,197,0,3,13622,200,255,486769,13794,200,2.0,0
B0_873,46,9,ISO-8859-1,None,784.0,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1245,47,8,utf-8,nginx/1.13.0,7790.0,US,Washington,28/08/1998 0:00,13/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1286,47,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1294,47,8,ISO-8859-1,Apache,7362.0,PA,PANAMA,4/10/2003 0:00,8/12/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1305,47,10,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Nebraska,24/04/2007 0:00,25/04/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1340,47,10,iso-8859-1,Apache/2.0.52 (Red Hat),423.0,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_1410,47,9,ISO-8859-1,None,6748.0,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2005,47,9,UTF-8,Apache,17647.0,None,None,26/01/2001 0:00,26/03/2017 0:00,9,7,5,750,9,10,744,750,9,0.0,0
B0_2111,47,9,ISO-8859-1,LiteSpeed,1148.0,US,GA,19/09/2002 0:00,4/09/2016 0:00,11,3,7,810,11,12,730,810,11,0.0,0
B0_298,47,8,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,479.0,CA,ON,18/10/2002 0:00,17/10/2016 0:00,31,7,8,3007,35,29,23628,3335,35,4.0,0
B0_32,47,11,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16,10804.0,None,None,18/10/2004 0:00,2/07/2015 0:00,4,2,4,296,6,9,778,442,6,2.0,0
B0_39,47,9,UTF-8,Apache,14889.0,None,None,5/11/1997 0:00,14/04/2015 0:00,9,1,2,1180,13,15,1834,1484,13,4.0,0
B0_446,47,10,UTF-8,Apache-Coyote/1.1,9527.0,GB,London,13/06/1997 0:00,5/11/2015 0:00,23,2,4,2112,29,31,13191,2530,29,6.0,0
B0_650,47,9,ISO-8859-1,None,6748.0,US,California,28/11/1999 0:00,9/09/2013 0:00,33,2,8,3759,39,27,11243,4193,39,6.0,0
B0_913,47,9,utf-8,Apache,44446.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_926,47,9,ISO-8859-1,None,675.0,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_949,47,9,ISO-8859-1,nginx/1.11.3,193.0,US,CA,28/11/2006 0:00,13/03/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_998,47,11,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_114,48,10,ISO-8859-1,lighttpd,345.0,FR,None,24/02/1996 0:00,27/12/2016 0:00,17,5,10,1320,19,21,1967,1474,19,2.0,1
M0_146,48,11,UTF-8,nginx,640.0,None,None,None,None,23,1,4,2912,31,25,3753,3494,31,8.0,1
M0_46,48,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,22,0,2,3448,28,24,9819,3912,28,6.0,1
M0_51,48,11,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,24,0,2,4041,30,25,12420,4505,30,6.0,1
B0_1046,48,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Arizona,21/12/2005 0:00,8/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1063,48,10,utf-8,Apache,67135.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1118,48,11,UTF-8,mw2230.codfw.wmnet,4699.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_1170,48,8,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CO,1/07/1998 0:00,26/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1259,48,9,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips,16333.0,US,GA,5/05/2004 0:00,20/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_131,48,9,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,33,27,2,6235,41,40,16697,6835,41,8.0,0
B0_1392,48,11,iso-8859-1,Apache,288.0,None,None,11/10/2000 0:00,12/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1424,48,8,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Florida,2/12/2004 0:00,25/11/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2020,48,8,ISO-8859-1,AkamaiGHost,299.0,US,CA,10/08/1998 0:00,10/07/2012 0:00,7,7,3,618,7,10,624,618,7,0.0,0
B0_203,48,9,ISO-8859-1,Apache/2.4.7 (Ubuntu),13913.0,CZ,None,13/04/2005 0:00,10/11/2016 0:00,10,3,3,1224,16,15,1814,1696,16,6.0,0
B0_2069,48,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,KR,None,14/08/2000 0:00,6/07/2016 0:00,7,7,3,618,7,9,562,618,7,0.0,0
B0_223,48,9,UTF-8,Microsoft-IIS/7.5,39.0,US,Colorado,29/12/2005 0:00,6/02/2017 0:00,25,4,8,2313,29,29,9531,2621,29,4.0,0
B0_2247,48,9,iso-8859-1,Apache,333.0,US,Arizona,25/06/2002 0:00,26/06/2016 0:00,5,3,3,498,5,8,504,498,5,0.0,0
B0_281,48,11,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,44,31,4,6925,52,43,17604,7525,52,8.0,0
B0_307,48,9,ISO-8859-1,None,6748.0,None,None,28/11/1999 0:00,9/09/2013 0:00,24,2,5,3179,30,29,11372,3613,30,6.0,0
B0_567,48,7,UTF-8,GSE,38123.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,47,10,6,4576,55,52,49426,5282,55,8.0,0
B0_67,48,11,UTF-8,Apache/2.2.31 (Amazon),1371.0,None,None,28/04/2003 0:00,29/04/2016 0:00,26,2,8,2873,34,37,5727,3453,34,8.0,0
B0_694,48,10,UTF-8,Apache,58.0,US,CO,22/06/2014 0:00,22/06/2016 0:00,24,6,12,2634,28,26,4384,2932,28,4.0,0
B0_71,48,9,utf-8,Apache,46579.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,113,0,3,7746,117,134,229040,8062,117,4.0,0
B0_836,48,8,us-ascii,Microsoft-HTTPAPI/2.0,324.0,IN,Maharashtra,5/08/1999 0:00,10/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_149,49,12,ISO-8859-1,PWS/8.2.0.7,528.0,KR,None,28/08/2003 0:00,10/05/2016 0:00,17,1,6,1661,23,19,2944,2123,23,6.0,1
M0_164,49,12,ISO-8859-1,nginx/1.2.1,2211.0,UA,widestep@mail.ru,9/03/2004 0:00,4/01/2016 0:00,12,8,1,2037,16,16,6187,2355,16,4.0,1
M0_81,49,12,UTF-8,nginx/1.12.0,4877.0,US,VERMONT,22/03/2009 0:00,22/03/2017 0:00,8,0,2,811,10,11,6062,961,10,2.0,1
B0_1090,49,9,ISO-8859-1,Apache,959.0,US,New York,3/07/2000 17:33,4/07/2016 14:14,0,0,0,0,0,0,0,0,0,0.0,0
B0_1123,49,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,MI,2/02/1996 0:00,7/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1217,49,10,UTF-8,Apache,19361.0,CH,ZH,19/02/1997 0:00,15/12/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1243,49,11,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_137,49,9,iso-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,475.0,None,None,23/08/2010 0:00,17/04/2015 0:00,14,0,1,1205,16,18,16593,1383,16,2.0,0
B0_1416,49,9,ISO-8859-1,None,783.0,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_16,49,10,ISO-8859-1,LiteSpeed,1148.0,US,IL,23/09/2009 0:00,8/09/2016 0:00,9,0,2,851,11,9,2135,1003,11,2.0,0
B0_2054,49,12,iso-8859-1,Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4,506.0,None,None,None,None,22,19,7,1476,22,18,1344,1476,22,0.0,0
B0_2107,49,9,utf-8,Apache,5005.0,US,CA,20/09/1995 0:00,21/03/2017 0:00,3,3,1,366,3,5,306,366,3,0.0,0
B0_2113,49,7,ISO-8859-1,Apache,2367.0,US,Pennsylvania,30/01/2003 0:00,31/01/2016 0:00,6,3,3,552,6,7,436,552,6,0.0,0
B0_2280,49,9,ISO-8859-1,Play,2119.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,2,2,1,276,2,3,184,276,2,0.0,0
B0_2317,49,9,ISO-8859-1,Apache,128.0,US,MA,6/11/2001 1:42,11/03/2017 15:28,5,4,3,474,5,8,490,474,5,0.0,0
B0_341,49,9,ISO-8859-1,nginx,162.0,US,TX,11/11/1999 0:00,16/04/2016 0:00,19,6,9,1720,25,27,2880,2138,25,6.0,0
B0_365,49,10,utf-8,Apache,66441.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,14,1,3,1567,18,20,6818,1859,18,4.0,0
B0_524,49,12,utf-8,ATS,640.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,32,16,6,4464,40,39,39561,5064,40,8.0,0
B0_609,49,9,utf-8,Apache,44393.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,8,0,5,516,8,2,124,516,8,0.0,0
B0_637,49,10,utf-8,Apache/2.2.15 (Red Hat),6881.0,US,NY,26/07/1990 0:00,21/07/2016 0:00,26,0,7,2270,30,24,10000,2562,30,4.0,0
B0_663,49,10,ISO-8859-1,nginx,1505.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,43,11,15,5371,49,46,16215,5845,49,6.0,0
B0_729,49,11,ISO-8859-1,Apache,1368.0,None,None,None,None,0,0,0,0,0,2,124,0,0,0.0,0
B0_95,49,10,iso-8859-1,Apache,236.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,21,7,2,2681,27,26,21979,3159,27,6.0,0
